gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3698885399	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4859	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Long Point Rd scrub + field	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.254003	-73.27429	250.0						2019-08-25T18:23:00	25	8	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4859		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Jim Bahrenburg			2023-03-07T15:13:00.419Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885400	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4856	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Long Point Rd scrub + field	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.254003	-73.27429	250.0						2019-08-25T18:23:00	25	8	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4856		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Jim Bahrenburg			2023-03-07T15:13:00.429Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885435	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4926	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Arrowhead Powerline	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.684053	-73.15627	250.0						2019-05-23T13:47:00	23	5	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4926		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Neil Buckley			2023-03-07T15:13:00.434Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885443	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4933	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Shelburne Farms Shrub	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.391	-73.264	250.0						2019-09-01T12:30:00	1	9	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4933		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Kevin Downey			2023-03-07T15:13:00.437Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885462	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4901	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Isham urban	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.391819	-73.093979	250.0						2019-08-05T14:50:00	5	8	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-4901		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Ray Gonda			2023-03-07T15:13:00.439Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885450	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4902	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Isham urban	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.391819	-73.093979	250.0						2019-08-05T14:50:00	5	8	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4902		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Ray Gonda			2023-03-07T15:13:00.438Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885453	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4900	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus griseocollis		SPECIES	Bombus griseocollis (De Geer, 1773)	Bombus griseocollis		US	Isham urban	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.391819	-73.093979	250.0						2019-08-05T14:50:00	5	8	2019	1340409	1340409	PRESERVED_SPECIMEN	VCE		19-4900		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Ray Gonda			2023-03-07T15:13:00.457Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885456	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4903	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Isham urban	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.391819	-73.093979	250.0						2019-08-05T14:50:00	5	8	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4903		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Ray Gonda			2023-03-07T15:13:00.442Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885455	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4904	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Isham urban	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.391819	-73.093979	250.0						2019-08-05T14:50:00	5	8	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4904		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Ray Gonda			2023-03-07T15:13:00.442Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885694	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2393	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Mobbs	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.453704	-72.986706	250.0						2019-07-30T12:00:00	30	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-2393		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.535Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885683	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2392	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Mobbs	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.453704	-72.986706	250.0						2019-07-30T12:00:00	30	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-2392		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.535Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885692	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2395	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus vagans		SPECIES	Bombus vagans Smith, 1854	Bombus vagans		US	Mobbs	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.453704	-72.986706	250.0						2019-07-30T12:00:00	30	7	2019	1340472	1340472	PRESERVED_SPECIMEN	VCE		19-2395		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.538Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885686	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2394	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Mobbs	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.453704	-72.986706	250.0						2019-07-30T12:00:00	30	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-2394		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.538Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885758	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2340	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Mt. Philo summit	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.27804	-73.214843	250.0						2019-07-30T11:53:00	30	7	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-2340		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Peggy Faucher			2023-03-07T15:13:00.551Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885759	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2342	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Lewis Creek crossing	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.25017	-73.226622	250.0						2019-07-31T09:15:00	31	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-2342		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Peggy Faucher			2023-03-07T15:13:00.555Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885777	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2346	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Lewis Creek crossing	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.25017	-73.226622	250.0						2019-07-31T09:15:00	31	7	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-2346		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Peggy Faucher			2023-03-07T15:13:00.560Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885862	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2329	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Charlotte Town Link Trail	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.284588	-73.235787	250.0						2019-07-30T09:35:00	30	7	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-2329		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Peggy Faucher			2023-03-07T15:13:00.600Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885880	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2330	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Charlotte Town Link Trail	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.284588	-73.235787	250.0						2019-07-30T09:35:00	30	7	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-2330		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Peggy Faucher			2023-03-07T15:13:00.602Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885894	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2337	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus vagans		SPECIES	Bombus vagans Smith, 1854	Bombus vagans		US	Mt. Philo summit	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.27804	-73.214843	250.0						2019-07-30T11:53:00	30	7	2019	1340472	1340472	PRESERVED_SPECIMEN	VCE		19-2337		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Peggy Faucher			2023-03-07T15:13:00.609Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885955	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4976	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Shelburne Farms Grassland	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.388	-73.27	250.0						2019-07-30T14:00:00	31	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-4976		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Kevin Downey			2023-03-07T15:13:00.632Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698885964	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2401	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Mobbs	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.453704	-72.986706	250.0						2019-07-30T12:00:00	30	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-2401		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.631Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698886388	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:20-3674	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus vagans		SPECIES	Bombus vagans Smith, 1854	Bombus vagans		US	Swamp Rd.	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	43.918062	-73.174425	100.0						2020-08-19T14:50:00	19	8	2020	1340472	1340472	PRESERVED_SPECIMEN	VCE		20-3674		Spencer Hardy	2020-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.809Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698886463	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2421	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Isham xmas farm	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.393009	-73.096478	250.0						2019-08-02T14:22:00	2	8	2019	1340516	1340516	PRESERVED_SPECIMEN	VCE		19-2421		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.835Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698886464	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-2420	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Isham xmas farm	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.393009	-73.096478	250.0						2019-08-02T14:22:00	2	8	2019	1340516	1340516	PRESERVED_SPECIMEN	VCE		19-2420		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.835Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698886518	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-RS10	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	MTP2 - State park Rd	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.2779	-73.22423	250.0						2019-07-26T13:41:00	26	7	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-RS10		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.863Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698886534	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-RS11	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	MTP2 - State park Rd	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.2779	-73.22423	250.0						2019-07-26T13:41:00	26	7	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-RS11		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:00.864Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698886906	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4323	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Smithfield	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.395753	-72.932076	250.0						2019-08-26T07:55:00	27	8	2019	1340516	1340516	PRESERVED_SPECIMEN	VCE		19-4323		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.058Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887146	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:20-3137	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Sand Hill Trail	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	43.374097	-72.49922	150.0						2020-08-20T09:40:00	20	8	2020	1340350	1340350	PRESERVED_SPECIMEN	VCE		20-3137		Spencer Hardy	2020-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.170Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887419	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-B36	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus griseocollis		SPECIES	Bombus griseocollis (De Geer, 1773)	Bombus griseocollis		US	Spear St.	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.466504	-73.191934	250.0						2019-08-11T00:00:00	11	8	2019	1340409	1340409	PRESERVED_SPECIMEN	VCE		19-B36		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Betsy Bahrenburg			2023-03-07T15:13:01.293Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887557	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4451	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens		SPECIES	Bombus impatiens Cresson, 1863	Bombus impatiens		US	Birchwood Terrace	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.516	-73.261	250.0						2019-09-01T15:46:00	1	9	2019	1340350	1340350	PRESERVED_SPECIMEN	VCE		19-4451		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Doug G. Burnham			2023-03-07T15:13:01.342Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887622	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4438	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus sandersoni		SPECIES	Bombus sandersoni Franklin, 1913	Bombus sandersoni		US	EAH grassland	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.50694	-73.23293	250.0						2019-08-11T12:10:00	12	8	2019	1340339	1340339	PRESERVED_SPECIMEN	VCE		19-4438		Spencer Hardy		CC_BY_4_0		Bobbi Holzel			2023-03-07T15:13:01.402Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887668	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4418	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Stage Rd Powerline	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.388858	-72.932638	250.0						2019-08-26T07:45:00	27	8	2019	1340516	1340516	PRESERVED_SPECIMEN	VCE		19-4418		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.412Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887663	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:19-4419	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bimaculatus		SPECIES	Bombus bimaculatus Cresson, 1863	Bombus bimaculatus		US	Stage Rd Powerline	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.388858	-72.932638	250.0						2019-08-26T07:45:00	27	8	2019	1340382	1340382	PRESERVED_SPECIMEN	VCE		19-4419		Spencer Hardy	2019-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.424Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887910	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:20-2072	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Nulhegan Confluence Hut	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.776992	-71.657832	100.0						2020-07-13T08:15:00	13	7	2020	1340516	1340516	PRESERVED_SPECIMEN	VCE		20-2072		Spencer Hardy	2020-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.525Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887905	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:20-2071	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Nulhegan Confluence Hut	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.776992	-71.657832	100.0						2020-07-13T08:15:00	13	7	2020	1340516	1340516	PRESERVED_SPECIMEN	VCE		20-2071		Spencer Hardy	2020-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.560Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887895	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:20-2070	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terricola		SPECIES	Bombus terricola Kirby, 1837	Bombus terricola		US	Nulhegan Confluence Hut	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.776992	-71.657832	100.0						2020-07-13T08:15:00	13	7	2020	1340493	1340493	PRESERVED_SPECIMEN	VCE		20-2070		Spencer Hardy	2020-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.543Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
3698887913	6832470a-d8a2-4416-a302-7807295111c1	VCE:VAL:Bees:VTBEES:20-2074	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus ternarius		SPECIES	Bombus ternarius Say, 1837	Bombus ternarius		US	Nulhegan Confluence Hut	Vermont	PRESENT	1	b6d09100-919d-4026-b35b-22be3dae7156	44.776992	-71.657832	100.0						2020-07-13T08:15:00	13	7	2020	1340516	1340516	PRESERVED_SPECIMEN	VCE		20-2074		Spencer Hardy	2020-01-01T00:00:00	CC_BY_4_0		Spencer P. Hardy			2023-03-07T15:13:01.534Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE
