Aaadonta angaurana
Aaadonta constricta
Aaadonta fuscozonata
Aaadonta pelewana
Abdopus aculeatus
Abida ateni
Abida attenuata
Abida bigerrensis
Abida cylindrica
Abida escudiei
Abida gittenbergeri
Abida occidentalis
Abida partioti
Abida polyodon
Abida pyrenaearia
Abida secale
Abida vasconica
Abida vergniesiana
Abralia andamanica
Abralia astrosticta
Abralia gilchristi
Abralia redfieldi
Abralia similis
Abralia trigonura
Abralia veranyi
Abraliopsis affinis
Abraliopsis falco
Abraliopsis felis
Abraliopsis gilchristi
Abraliopsis lineata
Abraliopsis morisii
Abraliopsis pfefferi
Acanthennea erinacea
Acanthinula azorica
Acella haldemani
Acharax alinae
Achatina bicarinata
Achatina dentiens
Achatina gracilis
Achatina leacociana
Achatina lowei
Achatina mitriformis
Achatina oryza
Achatina paroliniana
Achatina producta
Achatina sinistrorsa
Achatina vitrea
Achatinella abbreviata
Achatinella apexfulva
Achatinella bellula
Achatinella buddii
Achatinella bulimoides
Achatinella byronii
Achatinella caesia
Achatinella casta
Achatinella cestus
Achatinella concavospira
Achatinella curta
Achatinella decipiens
Achatinella decora
Achatinella dimorpha
Achatinella elegans
Achatinella fulgens
Achatinella fuscobasis
Achatinella juddii
Achatinella juncea
Achatinella lehuiensis
Achatinella leucorraphe
Achatinella lila
Achatinella livida
Achatinella lorata
Achatinella mustelina
Achatinella papyracea
Achatinella phaeozona
Achatinella pulcherrima
Achatinella pupukanioe
Achatinella sowerbyana
Achatinella spaldingi
Achatinella stewartii
Achatinella swiftii
Achatinella taeniolata
Achatinella thaanumi
Achatinella turgida
Achatinella valida
Achatinella viridans
Achatinella vulpina
Acicula beneckei
Acicula benoiti
Acicula corcyrensis
Acicula cylindracea
Acicula disjuncta
Acicula fusca
Acicula hausdorfi
Acicula lineata
Acicula lineolata
Acicula lusitanica
Acicula miaphene
Acicula multilineata
Acicula norrisi
Acicula palaestinensis
Acicula parcelineata
Acicula szigethyannae
Acicula vezzanii
Acinolaemus carcharodon
Acme beneckei
Acme lineata
Acme parcelineata
Acostaea dalyi
Acostaea lobata
Acostaea rivolii
Acroloxus coloradensis
Acroloxus egirdirensis
Acroloxus improvisus
Acroloxus lacustris
Acroloxus macedonicus
Acroloxus tetensi
Actinella actinophora
Actinella anaglyptica
Actinella arcta
Actinella armitageana
Actinella arridens
Actinella effugiens
Actinella fausta
Actinella giramica
Actinella laciniosa
Actinella lentiginosa
Actinella littorinella
Actinella nitidiuscula
Actinella obserata
Actinonaias ellipsiformis
Actinonaias ligamentina
Actinonaias pectorosa
Actinonaias rafinesqueana
Acuticosta chinensis
Acuticosta ovata
Adamietta hainanensis
Adamietta hamonvillei
Adamietta housei
Adamietta tonkiniana
Adelieledone adelieana
Adelieledone piatkowski
Adelieledone polymorpha
Adelopoma stolli
Adeuomphalus collinsi
Adeuomphalus elegans
Adeuomphalus trochanter
Adriohydrobia gagatinella
Advena campbellii
Advena charon
Aegopinella cisalpina
Aegopinella epipedostoma
Aegopinella graziadei
Aegopinella nitens
Aegopinella nitidula
Aegopinella ressmanni
Aegopis acies
Aegopis compressus
Aegopis croaticus
Aegopis gemonensis
Aegopis italicus
Aegopis septentrionalis
Aegopis skanderbegianus
Aegopis spelaeus
Aegopis tenerrimus
Aegopis verticillus
Aetholitis agamemnon
Aetholitis francisae
Aetholitis gerdesae
Africanogyrus coretus
Africanogyrus crassilabrum
Africonus cuneolus
Afrogyrus coretus
Afrogyrus starmuehlneri
Afrololigo mercatoris
Afropomus balanoideus
Agardhiella angustistoma
Agardhiella armata
Agardhiella banatica
Agardhiella biarmata
Agardhiella caesa
