1934	Gastropoda		Semisulcospiridae	Juga	Juga occata					2301990	1	0	0	1213	88	1	1	EN											
1950	Gastropoda		Semisulcospiridae	Juga	Juga occata	41.05816	-121.47755			2301990	1	0	0	1213	88	1	1	EN	37.9	-19.7	10.433698630136986	3.850958904109589							
1978	Gastropoda		Semisulcospiridae	Juga	Juga occata	41.1111	-121.5511			2301990	1	0	0	1213	88	1	1	EN	38.1	-18.1	10.43945205479452	2.8758904109589043							
1979	Gastropoda		Semisulcospiridae	Juga	Juga occata					2301990	1	0	0	1213	88	1	1	EN											
1980	Gastropoda		Semisulcospiridae	Juga	Juga occata					2301990	1	0	0	1213	88	1	1	EN											
1999	Gastropoda		Semisulcospiridae	Juga	Juga occata	41.007505	-121.689525			2301990	1	0	0	1213	88	1	1	EN	40.3	-13.6	11.44958904109589	3.2945205479452055							
2001	Gastropoda		Semisulcospiridae	Juga	Juga occata					2301990	1	0	0	1213	88	1	1	EN											
2007	Gastropoda		Semisulcospiridae	Juga	Juga occata	40.9866	-121.513			2301990	1	0	0	1213	88	1	1	EN	40.6	-9.4	12.412328767123288	1.9427397260273973							
2015	Gastropoda		Semisulcospiridae	Juga	Juga occata	41.0972	-121.549			2301990	1	0	0	1213	88	1	1	EN	37.5	-9.9	12.366027397260273	1.7397260273972603							
