1994	Gastropoda		Neolepetopsidae	Paralepetopsis	Paralepetopsis rosemariae	-3.314167	152.582			6521346	1	0	0	1213	399	39	2	CR	29.0	24.8	27.076164383561643	8.65945205479452							
1998	Gastropoda		Neolepetopsidae	Paralepetopsis	Paralepetopsis rosemariae	3.318283	152.581067			6521346	1	0	0	1213	399	39	2	CR	29.3	25.3	27.542739726027396	3.8723287671232876							
