depth,n_native,n_pres,n_vagabond,n_class,n_order,n_family,n_genus,max_temp,elevation,min_temp,mean_temp,prec_sum_mean,class,order
-0.2300896373206135,0.180181492509573,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.3167909588485902,-0.4374684106325514,-0.4052739662149603,-0.656563148046477,0.2589513338862068,-1.7129542779613574,-1.674438860228915,0.48198207420596756,2,1
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,0.7811094387576872,-0.24937808431089165,-0.43467632965216246,1.6949543643990617,-0.09499172401342151,-0.2342229715952344,-0.019474618617160266,-1.2811895031057832,2,26
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,0.7811094387576872,-0.5352753803198144,-0.39792337535565975,0.5964946267514919,-0.09499172401342151,1.3091523263060199,1.4937265647622113,0.6242731137784945,2,26
-0.2300896373206135,0.6094473266541881,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.3167909588485902,-0.4148975714739522,-0.4273257387928619,0.5883578879541027,-0.09499172401342151,-1.0721707118693709,-0.8286390408873926,-0.7738910141950338,2,1
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,0.7811094387576872,-0.24937808431089165,-0.44202692051146303,0.0025126945420647774,-0.09499172401342151,0.07485611293211103,0.041849850393477106,-0.12430148571175721,2,26
-0.3286460734830448,-0.24908434163504217,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,1.1619782609421603,-0.42994479757968496,-0.43467632965216246,0.27916181365330456,0.11170092293163571,-2.247075258020378,-1.6871816070363204,-0.5882940060569547,2,26
-0.3147816332271053,5.159665168587108,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,1.1619782609421603,2.8277796543114615,2.43940469633435,-0.13174349561485976,-1.7713296096914044,1.3018798772583176,1.2277217251576267,0.7480044525372139,2,14
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,-3.345897472602855,-1.4042034754155184,-0.30956698873382277,-0.2215091947324467,0.44393077430044053,-0.09499172401342151,0.3394924532790538,0.14458824652818175,-0.5821074391190189,1,21
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.3167909588485902,-0.42994479757968496,-0.44202692051146303,0.0025126945420647774,-0.09499172401342151,0.07485611293211103,0.041849850393477106,-0.12430148571175721,2,26
-0.2300896373206135,1.4679789949434185,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.6976597810330631,-0.5352753803198144,-0.4199751479335614,0.06353823552248548,-0.09499172401342151,1.3188489250362896,1.2293145685085527,0.7108850509095984,0,19
-0.26397908571994005,0.09432832568064996,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.3043034564818863,-0.256901697363758,-0.17005505871734292,-0.08292306283052363,-1.8133215952661952,1.1895609419660274,1.117815533943757,0.2530790975023367,2,7
-0.3247245620967845,0.43774099299634206,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,1.1619782609421603,-0.5352753803198144,2.43940469633435,1.1091091709870253,-0.09499172401342151,0.24495061565892465,0.5252778073994132,-1.3863611410506944,2,26
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,0.7811094387576872,-0.42994479757968496,-0.39792337535565975,1.701056918497104,-0.09499172401342151,0.7976567432842951,1.313735266107612,0.0674820893642578,2,26
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.1606971792647898,-0.5202281542140816,-0.4126245570742608,1.1660663425687499,-0.09499172401342151,1.082898355933061,1.4825766613057316,-0.1985402889669889,2,9
1.0436805111203693,0.266034659338496,-0.05485247654994644,-0.015957672558078218,-3.345897472602855,-0.848509620097189,-0.4073739584210858,-0.35381983019985647,-0.8640499873799068,-0.09499172401342151,0.7249322528072727,0.4408571098003539,0.4696089403300956,1,18
-0.2300896373206135,-0.24908434163504217,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-1.3167909588485902,-0.4148975714739522,-0.39792337535565975,-0.7196228737262446,-0.09499172401342151,-2.1573817197653833,-1.6919601370890973,0.3149447668816964,2,1
-0.2300896373206135,-0.3349375084639652,-0.05485247654994644,-0.015957672558078218,0.2977246723421066,-0.7049033428800926,-0.5202281542140816,-0.43467632965216246,0.9423060256405423,-0.09499172401342151,-0.8378362425545207,0.053796175525419966,-0.07480895020826943,2,26
