scientific_name
Pleurobema verum
Vitrinula chaunax
Bulinus beccarii
Abralia redfieldi
Omphalotropis parva
Conus eversoni
Cryptazeca subcylindrica
Callistoctopus dierythraeus
Opisthoteuthis calypso
Neritilia rubida
Tiphobia horei
Hemicycla saponacea
Pomatiopsis cincinnatiensis
Ampullaceana balthica
Sphaerium occidentale
Pharella waltoni
Caucasotachea vindobonensis
Conus guinaicus
Helix straminea
Hydrobia plena
Montenegrina rugilabris
Physella spelunca
Filippovia knipovitchi
Westraltrachia inopinata
Zospeum lautum
Cochlodina fimbriata
Corbicula madagascariensis
Hirasea planulata
Paralepetopsis tunnicliffae
Bythinella ferussina
Amastra umbilicata
Arianta aethyops
Cochlostoma elegans
Lanistes congicus
Segmentorbis angustus
Multidentula lamellifera
Metafruticicola coartata
Oxychilus oppressus
Conus lemniscatus
Galba techella
Conus africanus
Desbruyeresia costata
Conus reductaspiralis
Borysthenia naticina
Vitrea erjaveci
Vitrea klemmi
Alasmidonta viridis
Conus gubernator
Somatogyrus tenax
Zospeum exiguum
Galba exigua
Trochulus phorochaetia
Partula imperforata
Allaegopis jonicus
Arianta chamaeleon
Lindbergia gittenbergeri
Cattania haberhaueri
Anemina arcaeformis
Coelatura stuhlmanni
Musculium lacustre
Orcula gularis
Gyliotrachela luctans
Choanomphalus maacki
Agathylla exarata
Thiessea nympha
Partula planilabrum
Pyrgulopsis avernalis
Conus violaceus
Elimia teres
Hydrorissoia gracilis
Neritina turtoni
Lampsilis fasciola
Pseudobithynia kathrinae
Juga occata
Oxychilus lineolatus
Desbruyeresia cancellata
Arinia dentifera
Leguminaia saulcyi
Allaegopis skanderbegianus
Potadoma wansoni
Helix asemnis
Peltospira operculata
Pyrgulopsis wongi
Sciocochlea nordsiecki
Insulivitrina lamarckii
Beddomeia fromensis
Melanopsis letourneuxi
Montenegrina apfelbecki
Conus coelinae
Partula leptochila
Lirapex humatus
Hemicycla sarcostoma
Trochomorpha corallina
Deroceras levisarcobelum
Assiminea globulus
Microstrophia modesta
Conus fischoederi
Pomacea paludosa
Achatinella livida
Conus stramineus
Carelia hyattiana
Echyridella onekaka
Julica schmidtii
Liburnica setosa
Haliotis rufescens
Xestopyrgula dybowskii
Trochoidea elegans
Pseudobithynia trichonis
Corbicula noetlingi
Galba peninsulae
Conus flavus
Micridyla pinteri
Bulimulus saeronius
Marstonia olivacea
Conus venulatus
Gabbiella tchadiensis
Corbicula africana
Leiorhagium montfaouense
Thaumatodon laddi
Albinaria scopulosa
Turgenitubulus costus
Achatinella dimorpha
Avenionia brevis
Helicella striatitala
Conus circumcisus
Lacunopsis globosa
Clypeosectus delectus
Hubendickia gochenouri
Xerarionta redimita
Argna ferrari
Planorbula armigera
Pseudocampylaea lowii
Oxychilus lathyri
Turgenitubulus depressus
Agardhiella tunde
Euxinella radikae
Histioteuthis atlantica
Semperdon uncatus
Pomacea bridgesii
Saccostrea malabonensis
Gyraulus hesperus
Gyraulus waterhousei
Galba obrussa
Gigantidas taiwanensis
Physella magnalacustris
Pleuronaia barnesiana
Arinia oviformis
Xerocampylaea erjaveci
Conus arenatus
Tudorella melitensis
Galba schirazensis
Conus parvatus
Haliotis glabra
Conus amadis
Vinundu westae
Amphioctopus siamensis
Carinigera leucorhaphe
Chilonopsis nonpareil
Carelia turricula
Elimia gibbera
Achatinella lehuiensis
Karelainia hydrorissoidea
Orcula jetschini
Unio delphinus
Partula bilineata
Monacha claustralis
Conus xanthicus
Gonatus steenstrupi
Conus bruguieresi
Caseolus commixtus
Xerocrassa cretica
Zonites algirus
Vitrea pageti
Trochomorpha abrochroa
Helminthoglypta coelata
Napaeus rupicola
Epioblasma capsaeformis
Conus polongimarumai
Conus caracteristicus
Obscurella partioti
Pseudospatha tanganyicensis
Illex coindetii
Bellamya crawshayi
Serratorotula acarinata
Pleurobema cordatum
Drusia tenerifensis
Mercuria punica
Milax aegaeicus
Leiostyla calathiscus
Xerocrassa ripacurcica
Partula lutea
Lindholmiola girva
Sulcospira hainanensis
Ovatella aequalis
Discula tetrica
Valvata mergella
Uniomerus tetralasmus
Insulivitrina nogalesi
Conus sponsalis
Victodrobia burni
Boettgeria jensi
Carelia tenebrosa
Argonauta hians
Agardhiella langaleta
Galba parva
Limnotrochus thomsoni
Pleurodiscus sudensis
Aegopinella graziadei
Auriculastra elongata
Pseudoxerophila bathytera
Chondrina farinesii
Caldicochlea harrisi
Platynerita rufa
Zonites graecus
Conus zebroides
Conus compressus
Delima pellucida
Thaumatodon hystricelloides
Bulinus forskalii
Pyrenaearia navasi
Menetus opercularis
Balea kaeufeli
Elliptio folliculata
Carinigera chelidromia
Napaeus variatus
Acicula lineata
Conus cuneolus
Montenegrina minuscula
Amplirhagada imitata
Sinanodonta woodiana
Oxychilus lentiformis
Drusia valenciennii
Conus mercator
Conus zylmanae
Sciocochlea cryptica
Vitrea transsylvanica
Conus grahami
Afrololigo mercatoris
Thoanteus gibber
Tylomelania patriarchalis
Stenothyra minima
Trochidrobia minuta
Amphorella cimensis
Gigantidas gladius
Conus boavistensis
Placostylus porphyrostomus
Monilearia monilifera
Nitia acuminata
Somatogyrus tennesseensis
Metafruticicola sublecta
Conus telatus
Macrogastra borealis
Albinaria butoti
Carelia lirata
Delima latilabris
Sepia sulcata
Pachydrobia munensis
Neoprososthenia iijimai
Idiomela subplicata
Saxurinator brandti
Urticicola umbrosus
Hohenwartiana disparata
Virpazaria nicoleae
Radomaniola caputlacus
Theba macandrewiana
Elimia troostiana
Cylichnidia ovuliformis
Cooperconcha centralis
Palaina pupa
Ellobium aurisjudae
Enoploteuthis reticulata
Conus orion
Trochulus villosulus
Herilla ziegleri
Idyla liebegottae
Partula rosea
Conus stercusmuscarum
Amplirhagada castra
Elimia impressa
Lirapex costellatus
Orculella aragonica
Vestia ranojevici
Albinaria teres
Mekongia jullieni
Aegopinella nitens
Samoana burchi
Helicella cistorum
Semisulcospira decipiens
Obelus moderatus
Hydrobia musaensis
Stagnicola turricula
Sinployea pitcairnensis
Lampsilis ornata
Dinarica stenomphala
Striolata striolata
Mastus hemmeni
Fusconaia mitchelli
Conus carnalis
Amphitretus thielei
Leiostyla cassida
Oxychilus amblyopus
Partula labrusca
Conus richardbinghami
Pleurobema sintoxia
Conus lenavati
Belgrandiella parreyssii
Cattania faueri
Abida ateni
Boucardicus esetrae
Muusoctopus tegginmathae
Vallonia declivis
Histioteuthis reversa
Bathyomphalus contortus
Madeirovitrina nitida
Lanistes nsendweensis
Octopus maya
Elimia potosiensis
Arianta hessei
Provanna cooki
Amphioctopus aegina
Tubuaia fosbergi
Coelatura bakeri
Chamlongia harinasutai
Theba grasseti
Tandonia marinellii
Plectostoma sinyumensis
Cochlostoma pageti
Lamellidens jenkinsianus
Gyrotoma walkeri
Brotia dautzenbergiana
Conus judaeus
Jullienia harmandi
Tylomelania zeamais
Vestia roschitzi
Medionidus penicillatus
Montenegrina hiltrudae
Jullienia costata
Valvata klemmi
Littoraria undulata
Macularia saintivesi
Reymondia horei
Pagodulina hauseri
Valvata stenotrema
Gyraulus circumstriatus
Cipangopaludina ussuriensis
Obovaria haddletoni
Potamilus ohiensis
Hubendickia polita
Hanleyella henrici
Lindholmiola corcyrensis
Jaminia quadridens
Euglesa subtruncata
Emmericia patula
Sinomytilus harmandi
Oestophora ebria
Campeloma rufum
Elimia albanyensis
Pyrenaearia carascalensis
Arion lusitanicus
Conus pennaceus
Haliotis planata
Xerogyra spadae
Cryptosaccus asturiensis
Gonidomus sulcatus
Planorbella subcrenata
Helix figulina
Monacha cantiana
Schistophallus minoicus
Theodoxus baeticus
Lampsilis streckeri
Orcula fuchsi
Boucardicus curvifolius
Bellamya mweruensis
Etheria elliptica
Lamellidea biplicata
Chondrina bergomensis
Troglovitrea argintarui
Chambardia bourguignati
Conus parius
Onchidella celtica
Cochlostoma pinteri
Erjavecia bergeri
Metafruticicola zonella
Laciniaria plicata
Stenothyra wykoffi
Platyla callostoma
Aaadonta pelewana
Tomigerus gibberulus
Clessiniola variabilis
Xeromunda thessalica
Conus sanguinolentus
Muusoctopus johnsonianus
Cerithium coralium
Coelatura gabonensis
Islamia globulus
Abralia similis
Pholidoteuthis adami
Conus aureus
Sepia typica
Pareledone felix
Haliotis asinina
Testudodiscula testudinalis
Anisus leucostoma
Tomichia ventricosa
Insulivitrina gomerensis
Sphaerium striatinum
Placostylus fibratus
Austropyrgus eumekes
Kosicia ziegleri
Melanoides polymorpha
Lindholmiola pirinensis
Bruceiella globulus
Graneledone yamana
Stenothyra koratensis
Tandonia serbica
Octopus kaharoa
Haliotis laevigata
Hypnophila cyclothyra
Conus ateralbus
Mastus carneolus
Stenothyra monilifera
Lepetodrilus schrolli
Planorbella multivolvis
Marstonia halcyon
Zarateana arganica
Deroceras vascoanum
Bythinella rubiginosa
Planorbella pilsbryi
Oxychilus anjana
Alopia plumbea
Cochlostoma henricae
Limax cinereoniger
Helicodiscus hexodon
Hyridella glenelgensis
Partulina crassa
Medionidus conradicus
Macedonica teodorae
Mastus etuberculatus
Pachydrobia harmandi
Conus genuanus
Gangetia miliacea
Geomitra moniziana
Conus cylindraceus
Megalobulimus parafragilior
Obelus discogranulatus
Tandonia melanica
Fucaria striata
Nodopelta heminoda
Castalia ecarinata
Amastra cylindrica
Kovacsia kovacsi
Cochlodina dubiosa
Sphaerium forbesi
Bithynia cerameopoma
Alopia bielzii
Cleopatra nsendweensis
Samoana abbreviata
Stenothyra ovalis
Haliotis cracherodii
Bathypolypus bairdii
Xeromunda vulgarissima
Stenothyra laotiensis
Helicodonta obvoluta
Conus josephinae
Rhynchopelta concentrica
Epioblasma propinqua
Boucardicus mahermanae
Conus ventricosus
Amplirhagada basilica
Aphaostracon monas
Potomida littoralis
Poecilozonites bermudensis
Pachydrobia wykoffi
Pisidium artifex
Paraboysidia serpa
Deroceras samium
Orcula conica
Obelus mirandae
Tryonia salina
Conus hirasei
Corneola acrotricha
Doryssa hohenackeri
Eupera cubensis
Eledone massyae
Delima semirugata
Melanoides anomala
Partulina montagui
Suboestophora tarraconensis
Conus hieroglyphus
Lanceolaria bilirata
Alopia mariae
Cochlodina cerata
Amastra porcus
Mastus rossmaessleri
Valvata utahensis
Acuticosta ovata
Iberus alonensis
Melanopsis chlorotica
Xerocrassa edmundi
Nitia teretiuscula
Arion ater
Boninosuccinea punctulispira
Conus eburneus
Cupedora evandaleana
Cochlostoma hoyeri
Lantzia carinata
Gyralina velasensis
Carelia dolei
Canariella jandiaensis
Sepia hedleyi
Paladilhiopsis thessalica
Oxychilus superfluus
Pyrgulopsis nevadensis
Alviniconcha hessleri
Helicella orzai
Delima edmibrani
Physella ancillaria
Conus chaldaeus
Lauria fasciolata
Belgrandiella mimula
Elimia brevis
Provanna buccinoides
Juga plicifera
Arion fagophilus
Pseudavakubia atewaensis
Conus pulcher
Sphaerium corneum
Pseudocleopatra voltana
Deroceras golcheri
Hapalochlaena fasciata
Westralunio carteri
Melanopsis penchinati
Codringtonia elisabethae
Macedonica frauenfeldi
Platyla feheri
Obscurella aprica
Haliotis jacnensis
Sphaerium lauricochae
Hemicycla glasiana
Chilostoma frigidum
Bayardella cosmeta
Agardhiella formosa
Diplodon granosus
Palaopartula calypso
Agathylla strigillata
Peristoma rupestre
Ena concolor
Insulivitrina parryi
Bythinella vimperei
Conus laterculatus
Schileykiella parlatoris
Lanistes farleri
Gangetia tigertti
Vitrea szekeresi
Conus roseorapum
Inioteuthis maculosa
Conus ermineus
Balea perversa
Xerolenta thasia
Granaria stabilei
Conus kintoki
Cupedora broughami
Hubendickia rolfbrandti
Glyptophysa aliciae
Medora contracta
Stenothyra crooki
Gabbia stenothyroides
Aegopinella ressmanni
Bulinus reticulatus
Cochlostoma porroi
Beddomeia tumida
Medionidus parvulus
Montenegrina cattaroensis
Tropidophora pulchra
Albinaria maltzani
Vitrinobrachium baccettii
Gyraulus connollyi
Pisidium costulosum
Lanistes intortus
Helisoma anceps
Ichnusotricha berninii
Amblema elliottii
Lamellidea pusilla
Lemniscia michaudi
Bellamya capillata
Octopus bimaculatus
Monachoides fallax
Conus nielsenae
Belgrandiella schleschi
Atenia quadrasi
Napaeus minimus
Ascorhis tasmanica
Orculella critica
Partula tohiveana
Partula raiatensis
Amphibola crenata
Belgrandiella libanica
Belgrandiella saxatilis
Walklea rossmaessleri
Albinaria sphakiota
Palaina strigata
Gabbiella candida
Achatinella lila
Arion fasciatus
Omphalotropis bifilaris
Schistodesmus spinosus
Amphicyclotulus liratus
Alasmidonta mccordi
Kuschelita mica
Utterbackiana implicata
Monacha frequens
Ganula gadirana
Beddomeia fultoni
Conus longilineus
Bothriembryon perobesus
Pyrgulopsis glandulosa
Odontocyclas kokeilii
Gocea ohridana
Galba rustica
Conus sennottorum
Conus calhetae
Mercuria similis
Albinaria olivieri
Elimia ampla
Sepia plana
Guerrina cuticula
Clithon bicolor
Conus retifer
Muticaria neuteboomi
Pleurobema taitianum
Zospeum alpestre
Zenobiellina subrufescens
Planorbella magnifica
Achatinella decipiens
Abraliopsis lineata
Haliotis scalaris
Notopala sublineata
Pagodulina sparsa
Muusoctopus oregonensis
Conus fuscoflavus
Agathylla viperina
Bulimulus olla
Isabellaria saxicola
Bellamya monardi
Bythinella baudoni
Elimia striatula
Partulina tappaniana
Pagodulina pagodula
Amphioctopus mototi
Samoana bellula
Thaumeledone gunteri
Abida attenuata
Napaeus taguluchensis
Conus monile
Theskelomensor creon
Xerocrassa meda
Vitrea thasia
Thaumatodon subdaedalea
Pittoconcha concinna
Graneledone verrucosa
Oxychilus obscuratus
Nototodarus gouldi
Ena montana
Conus wittigi
Tudorella ferruginea
Conus inscriptus
Aylacostoma guaraniticum
Divia briandi
Valvata montenegrina
Ningbingia australis
Conus virgatus
Bythinella rondelaudi
Wollastonaria oxytropis
Albinaria virginea
Amastra pellucida
Beddomeia tasmanica
Boetersiella davisi
Newcombia philippiana
Setobaudinia collingii
Lacustrelix yerelinana
Cleopatra elata
Anodonta oregonensis
Conus villepinii
Coelatura hauttecoeuri
Poiretia compressa
Histioteuthis oceani
Conus paulae
Canariella discobolus
Belgrandiella edessana
Conus spectrum
Achatinella juncea
Thiessea fuchsiana
Cochlostoma mariannae
Fluvidona anodonta
Conus granulatus
Amphorella tornatellina
Potadoma riperti
Monoplex parthenopaeum
Clausilia pumila
Xerocrassa mesostena
Architeuthis dux
Macrogastra plicatula
Bulinus octaploidus
Heleobia ortoni
Lasmigona holstonia
Conus purpurascens
Tandonia albanica
Cochlostoma gracile
Hirasea diplomphalus
Gonatus californiensis
Westraltrachia turbinata
Conus amphiurgus
Marmorana muralis
Multidentula stylus
Phenacolimax major
Tsoukatosia subaii
Austropyrgus tumidus
Newcombia canaliculata
Nodularia dorri
Helix nucula
Conus scalaris
Beddomeia mesibovi
Cernuella rugosa
Conus shikamai
Provanna subglabra
Unio tigridis
Cochlostoma tergestinum
Pareledone aurorae
Elimia arachnoidea
Isabellaria almae
Aetholitis francisae
Physella virginea
Napaeus barquini
Macrotritopus defilippi
Cassidula multiplicata
Oxychilus draparnaudi
Plentuisa vendia
Sepia mira
Plectostoma siphonostomum
Valvata piscinalis
Laciniaria exalta
Lithasia geniculata
Tacheocampylaea acropachia
Helix valentini
Suboestophora altamirai
Brotia binodosa
Pachydrobia spinosa
Partula hyalina
Pilsbryoconcha exilis
Fluminicola modoci
Stomacosmethis balingensis
Euglesa lilljeborgii
Pyrgulopsis pilsbryana
Columella microspora
Medionidus simpsonianus
Tricula bollingi
Septaria lineata
Conus echinophilus
Corbicula leana
Leptoxis vittata
Paludinella sicana
Discula cheiranthicola
Conus daucus
Lanistes solidus
Austropyrgus foris
Bartlettia stefanensis
Conus clarus
Conus boui
Dilataria marcki
Medora lesinensis
Vertigo genesii
Conus bruuni
Delima amoena
Ponentina subvirescens
Orculella sirianocoriensis
Microcolpia parreyssii
Sphaerium asiaticum
Cassidula labrella
Xeropicta akrotirica
Chilostoma zonatum
Deroceras pseudopanormitanum
Cochlostoma dalmatinum
Monilearia granostriata
Madeirovitrina marcida
Conus litteratus
Aegopis septentrionalis
Zonites kobelti
Chondrina maginensis
Mediterranea planospiroides
Pyrgulopsis greggi
Mutela alata
Cochlostoma achaicum
Faunus ater
Albinaria voithii
Boucardicus albocinctus
Granaria frumentum
Partula varia
Beddomeia hallae
Pomacea megastoma
Priceconcha tuvuthaensis
Albinaria moreletiana
Vitrea zilchi
Conus moreleti
Conus sulcatus
Solatopupa juliana
Conus acutangulus
Muusoctopus tangaroa
Vertigo angustior
Conus attenuatus
Achatinella curta
Aphaostracon hypohyalinum
Boettgeria crispa
Guerrina christinae
Bellamya jeffreysi
Plectostoma salpidomon
Fijianella laddi
Bythinella jourdei
Amplirhagada burnerensis
Beddomeia forthensis
Partula crassilabris
Pseudotachea splendida
Ensidens ingallsianus
Gabbiella kisalensis
Carelia necra
Gabbia kessneri
Monilearia tumulorum
Chondrina falkneri
Ruthenica filograna
Bulinus liratus
Obovaria subrotunda
Bulinus canescens
Lasmigona compressa
Lemiox rimosus
Fontigens antroecetes
Alopia nefasta
Iberus angustatus
Conus roeckeli
Leiostyla monticola
Albinaria broemmei
Stimulator consetti
Agardhiella caesa
Oxychilus requienii
Conus thevenardensis
Pomacea aldersoni
Perdicella zebrina
Brotia episcopalis
Helicomela punctulata
Pareledone framensis
Solatopupa psarolena
Partula taeniata
Oxychilus denatale
Semisulcospira forticosta
Cyrnotheba corsica
Pyropelta bohlei
Meridiopyrgus murihiku
Albinaria freytagi
Leiostyla laurinea
Pyrenaearia cantabrica
Pisidium meierbrooki
Amphioctopus fangsiao
Vitta virginea
Cleopatra cridlandi
Graneledone macrotyla
Omphalotropis costulata
Conus thomae
Hubendickia sulcata
Thaumeledone zeiss
Callistoctopus graptus
Enoploteuthis higginsi
Carychium mariae
Beddomeia bowryensis
Cupedora nottensis
Pisidium dorbignyi
Causa holosericea
Conus coffeae
Conus harlandi
Lamellidens corrianus
Somatogyrus wheeleri
Leguminaia wheatleyi
Bulinus cernicus
Graneledone boreopacifica
Plethobasus cyphyus
Abida secale
Mastus emarginatus
Melanopsis lorcana
Malacolimax mrazeki
Mastus venerabilis
Melampus striatus
Conus delanoyae
Lampsilis satura
Selenoteuthis scintillans
Sulawesidrobia megalodon
Xerocrassa siderensis
Thaumeledone peninsulae
Octopus berrima
Austropyrgus bungoniensis
Conus rufimaculosus
Cyclonaias succissa
Galatea paradoxa
Discula lyelliana
Leptoxis occultata
Hemicycla quadricincta
Brachioteuthis picta
Metafruticicola berytensis
Gyraulus siamensis
Conus fijisulcatus
Conus anemone
Pleurobema decisum
Plicuteria lubomirskii
Bulinus permembranaceus
Abida partioti
Thiessea valkanovi
Avenionia berenguieri
Oestophora silvae
Filopaludina martensi
Ordtrachia septentrionalis
Thiara amarula
Conus bayani
Pila scutata
Gyraulus euphraticus
Epioblasma triquetra
Angustassiminea castanea
Cupedora luteofusca
Potamilus capax
Beddomeia lodderae
Sulawesidrobia abreui
Conus virgo
Dupontia levensonia
Napaeus roccellicola
Gyraulus trapezoides
Leiostyla millegrana
Cochlostoma braueri
Tacheocampylaea tacheoides
Hungerfordia pelewensis
Conus infrenatus
Falkneria camerani
Obscurella hidalgoi
Monacha parumcincta
Fonscochlea conica
Pasmaditta jungermanniae
Clappia cahabensis
Lymnaea persica
Drepanotrema cimex
Dreissena rostriformis
Helicostyla collodes
Coelatura alluaudi
Orculella creticostata
Albinaria spratti
Alinda vratzatica
Pisidium hodgkini
Delima helenae
Benedictia limnaeoides
Octopus mimus
Protunio messageri
Medora italiana
Elimia acuta
Boucardicus culminans
Pachnodus becketti
Jullienia rolfbrandti
Abida vergniesiana
Albinaria virgo
Conus luciae
Striostrea margaritacea
Conus recluzianus
Clausilia cruciata
Conus radiatus
Cochlostoma septemspirale
Pleurocera acuta
Pupilla muscorum
Hydrobia accrensis
Rakipyrgus gardneri
Orcula austriaca
Pupilla ficulnea
Unio crassus
Tremoctopus violaceus
Cleopatra bulimoides
Valvata sibirica
Austroassiminea letha
Octopus rubescens
Sepia prashadi
Semisulcospira morii
Helix pomacella
Chambardia wissmanni
Bythinella eurystoma
Conus achatinus
Sinotaia mandahlbarthi
Conus gradatulus
Conus pulicarius
Vertigo hubricti
Somatogyrus virginicus
Albinaria turrita
Omphalotropis moussoni
Cattania kattingeri
Orexana ultima
Hystricella echinulata
Ovatella vulcani
Conus varius
Albinaria cristatella
Sepia erostrata
Tarraconia rolani
Aetholitis agamemnon
Carinigera lophauchena
Gonyostomus insularis
Helicrenion reticulatum
Albinaria grayana
Novaculina gangetica
Hydrobioides nassa
Ferrissia parallela
Conus zandbergeni
Albinaria rollei
Cryptella canariensis
Arion intermedius
Limax corsicus
Ripalania queenslandica
Paxillostium nanum
Pseudamnicola chia
Galiteuthis glacialis
Marstonia lustrica
Gyraulus piscinarum
Biomphalaria arabica
Haliotis arabiensis
Elliptio angustata
Penescosta sororcula
Marmorana nebrodensis
Cassidula crassiuscula
Orculella cretimaxima
Melanoides victoriae
Euxinella subaii
Helix secernenda
Beddomeia salmonis
Chambardia nyassaensis
Obscurella martorelli
Tandonia sowerbyi
Bellamya pagodiformis
Graneledone challengeri
Conus jickelii
Leptoxis ligata
Obtusopyrgus alpinus
Eupaludestrina aponensis
Echinopelta fistulosa
Austropyrgus parvus
Corbicula lamarckiana
Nerita senegalensis
Australiteuthis aldrichi
Indoplanorbis exustus
Gorgoleptis emarginatus
Corbicula fluminalis
Littoraria flammea
Edentiella leucozona
Pleiodon spekii
Bulinus umbilicatus
Achatinella bellula
Helicodonta angigyra
Pterygioteuthis giardi
Argonauta nouryi
Phymorhynchus wareni
Corneola desmoulinsii
Pyrgulopsis cruciglans
Lampsilis ovata
Rehderiella parva
Alzoniella finalina
Achatinella phaeozona
Xerocrassa subvariegata
Discoteuthis laciniosa
Paraprososthenia fischerpiettei
Lanistes nyassanus
Lasmigona complanata
Alzoniella junqua
Conus kulkulcan
Chilostoma millieri
Oxychilus mercadali
Cochlodina marisi
Buliminus carneus
Platyla dupuyi
Bulinus bavayi
Achatinella turgida
Albinaria zilchi
Pomacea canaliculata
Conus borgesi
Pterygioteuthis gemmata
Deroceras bisacchianum
Pila africana
Hemicycla plicaria
Oreohelix jugalis
Conus gondwanensis
Bellamya constricta
Conus babaensis
Philonesia filiceti
Pareledone aequipapillae
Tremoctopus gracilis
Musculium securis
Galba humilis
Amplirhagada alkuonides
Valvata lewisi
Chilina patagonica
Plectostoma senex
Conus tessulatus
Cyclotropis carinata
Ginaia munda
Conus lamberti
Turgenitubulus foramenus
Conus cyanostoma
Tylomelania gemmifera
Renea moutonii
Quintalia stoddartii
Lacunopsis fischerpiettei
Craspedopoma neritoides
Popenaias popeii
Cochlostoma alleryanum
Carychium paganettii
Amastra spirizona
Candidula castriota
Iglica bagliviaeformis
Beddomeia minima
Candidula codia
Liminitesta sulcata
Pomacea aurostoma
Agathylla biloba
Vitrea pinteri
Thysanoteuthis rhombus
Stenothyra basisculpta
Faustina cingulella
Hubendickia pellucida
Chondrina calpica
Stenothyra glabrata
Bielzia coerulans
Carinigera schuetti
Palaopartula leucothoe
Hapalochlaena maculosa
Melanopsis tricarinata
Plectostoma laidlawi
Abida vasconica
Conus gilvus
Stankovicia pavlovici
Alinda wagneri
Elimia simplex
Stagnicola corvus
Chiroteuthis picteti
Radiocentrum avalonense
Alinda biplicata
Symmetromphalus hageni
Sepioloidea magna
Palaina subregularis
Polypylis sibirica
Victodrobia millerae
Amnicola cora
Posticobia norfolkensis
Biomphalaria smithi
Macrogastra tumida
Partula mirabilis
Teuthowenia megalops
Glyptorhagada kooringensis
Gyraulus lychnidicus
Pseudogibbula duponti
Adelieledone polymorpha
Fissuria boui
Vertigo moulinsiana
Boucardicus carylae
Obscurella bicostulata
Arianta arbustorum
Macrogastra densestriata
Leptoxis clipeata
Conus cocceus
Pagodulina epirotes
Bythiospeum diaphanum
Achatinella juddii
Tandonia cretica
Parreysia substriata
Paryphanta busbyi
Cattania ardica
Charpentieria itala
Bulinus nasutus
Soapitia dageti
Tandonia reuleauxi
Gonatus fabricii
Conus julieandreae
Muusoctopus levis
Conus cordigera
Conus zapatosensis
Plectostoma sciaphilum
Charpentieria dyodon
Deroceras panormitanum
Conus collisus
Physella propinqua
Albinaria senilis
Hygromia tassyi
Edentiella bakowskii
Melanoides mweruensis
Hypnophila polita
Amplirhagada astuta
Eua zebrina
Gabbiella spiralis
Pomatiopsis lapidaria
Aegopinella nitidula
Todarodes pacificus
Physunio superbus
Achatinella decora
Haliotis coccoradiata
Fucaria mystax
Retinella lenis
Napaeus avaloensis
Mekongia siamensis
Hygromia cinctella
Clausilia dubia
Xerocrassa ferreri
Beddomeia gibba
Medora armata
Carpathica boettgeri
Somatogyrus strengi
Ligumia recta
Vallonia suevica
Pleurobema hanleyianum
Gyralina ermonae
Carnarvoncochlea exigua
Pyrgophorus parvulus
Galiteuthis pacifica
Sepia omani
Pachydrobia siamensis
Canariella hispidula
Craspedopoma monizianum
Westraltrachia lievreana
Erjaveciella approximans
Melanopsis magnifica
Bulinus depressus
